"Hash","Message","Filename","Source_Code_Old","Source_Code_New","Diff","LLM_Inference","Rectified_Message"
"594c378e45d8529d8c61c64f228f2b2673eef7c5","Remove try-except around set_wallpaper body","wallpaper.py","import os import sys import subprocess import re  # There are too many desktop environment names and programs  # it would pollute the spellings list (unless I moved this file # to a folder and made a separate dictionary). # spell-checker:disable  def get_desktop_environment() -> str:     """"""     Returns the name of the current desktop environment.     """"""     # From https://stackoverflow.com/a/21213358/2624876     # which takes from:     # http://stackoverflow.com/questions/2035657/what-is-my-current-deskto","import os import sys import subprocess import re  # There are too many desktop environment names and programs  # it would pollute the spellings list (unless I moved this file # to a folder and made a separate dictionary). # spell-checker:disable  def get_desktop_environment() -> str:     """"""     Returns the name of the current desktop environment.     """"""     # From https://stackoverflow.com/a/21213358/2624876     # which takes from:     # http://stackoverflow.com/questions/2035657/what-is-my-current-deskto","@@ -86 127 +86 123 @@ def set_wallpaper(file_loc: str  first_run: bool = True):      # I have not been able to set the desktop background from      # command line: KDE  Enlightenment      desktop_env = get_desktop_environment() -    try: -        if desktop_env in [""gnome""  ""unity""  ""cinnamon""]: -            uri = ""'file://%s'"" % file_loc -            try: -                SCHEMA = ""org.gnome.desktop.background"" -                KEY = ""picture-uri"" -                gsettings = Gio.Settings.new(SCHEMA) -    ","add a new file_loc to the wallpaper file","remove try-except around set_wallpaper body add a"
"44d800d9b3108ef6a84cee86612c354afee09db4","Note an issue with color values changing","README.md"," Textual Paint =============  MS Paint in your terminal.  This is a TUI (Text User Interface) image editor  inspired by MS Paint  built with [Textual](https://textual.textualize.io/).  <!-- GitHub doesn't support line-height style in markdown  so I can't use inline HTML for the screenshot without seams between rows of text. But I can include the HTML inside <foreignObject> in an SVG file and include that as an <img> element. --> <!-- GitHub doesn't support figure/figcaption in markdown  so I have to use a t"," Textual Paint =============  MS Paint in your terminal.  This is a TUI (Text User Interface) image editor  inspired by MS Paint  built with [Textual](https://textual.textualize.io/).  <!-- GitHub doesn't support line-height style in markdown  so I can't use inline HTML for the screenshot without seams between rows of text. But I can include the HTML inside <foreignObject> in an SVG file and include that as an <img> element. --> <!-- GitHub doesn't support figure/figcaption in markdown  so I have to use a t","@@ -138 6 +138 7 @@ cat file.ans  - Large files can make the program very slow  as can magnifying the canvas.  - The program sometimes crashes or freezes randomly  and there's no auto-save feature.  - Saved ANSI files are unnecessarily large  because they include escape sequences for every cell  even if the colors match the previous cell. +- Loading and saving a file without making any edits can change color values slightly  e.g. 128 → 127. The Color Eraser feature compensates for this with a slight toleran","add a note about color eraser","change note an issue with color values add a note"
"93a1d2674ff85e5ebdecf3b353d9b05c719f9c1d","Clear undos/redos to avoid errors when applying undo actions","paint.py","#!/usr/bin/env python3 import os import re import sys import psutil import argparse import asyncio from enum import Enum from random import randint  random from typing import Any  Generator  List  Optional  Callable  Iterator  Tuple from watchdog.events import PatternMatchingEventHandler  FileSystemEvent  EVENT_TYPE_CLOSED  EVENT_TYPE_OPENED from watchdog.observers import Observer import stransi from rich.segment import Segment from rich.style import Style from textual import events from textual.message imp","#!/usr/bin/env python3 import os import re import sys import psutil import argparse import asyncio from enum import Enum from random import randint  random from typing import Any  Generator  List  Optional  Callable  Iterator  Tuple from watchdog.events import PatternMatchingEventHandler  FileSystemEvent  EVENT_TYPE_CLOSED  EVENT_TYPE_OPENED from watchdog.observers import Observer import stransi from rich.segment import Segment from rich.style import Style from textual import events from textual.message imp","@@ -2090 6 +2090 8 @@ class PaintApp(App[None]):                      def do_the_resize():                          self.image.resize(width  height  default_bg=self.selected_bg_color  default_fg=self.selected_fg_color)                          self.canvas.refresh(layout=True) +                        self.undos = [] +                        self.redos = []                          window.close()                      self.confirm_no_undo(do_the_resize)                  except ValueError: ","update paintapp.py","update clear undos/redos to avoid errors when appl"
"67015ae1cab8d063cb4e78252fe37b279be20f85","Add a known crash-causing issue","README.md"," Textual Paint =============  MS Paint in your terminal.  This is a TUI (Text User Interface) image editor  inspired by MS Paint  built with [Textual](https://textual.textualize.io/).  <!-- GitHub doesn't support line-height style in markdown  so I can't use inline HTML for the screenshot without seams between rows of text. But I can include the HTML inside <foreignObject> in an SVG file and include that as an <img> element. --> <!-- GitHub doesn't support figure/figcaption in markdown  so I have to use a t"," Textual Paint =============  MS Paint in your terminal.  This is a TUI (Text User Interface) image editor  inspired by MS Paint  built with [Textual](https://textual.textualize.io/).  <!-- GitHub doesn't support line-height style in markdown  so I can't use inline HTML for the screenshot without seams between rows of text. But I can include the HTML inside <foreignObject> in an SVG file and include that as an <img> element. --> <!-- GitHub doesn't support figure/figcaption in markdown  so I have to use a t","@@ -126 6 +126 7 @@ cat file.ans    ## Known Issues   +- Dragging from outside the canvas to inside with Free-Form Select crashes the program  and with Select makes a stupid selection (using the starting mouse position from the last time you clicked on the canvas).  - The Text tool doesn't collapse a text selection when typing. Undo/Redo doesn't work with text. Ctrl+Z will delete the textbox.  - Selection box border is inside instead of outside (and lacks dashes). For the text box  I hid the border because ","add note about text selection","add a known crash-causing issue add note about tex"
"67015ae1cab8d063cb4e78252fe37b279be20f85","Add a known crash-causing issue","paint.py","#!/usr/bin/env python3 import os import re import sys import psutil import argparse import asyncio from enum import Enum from random import randint  random from typing import Any  Generator  List  Optional  Callable  Iterator  Tuple from watchdog.events import PatternMatchingEventHandler  FileSystemEvent  EVENT_TYPE_CLOSED  EVENT_TYPE_OPENED from watchdog.observers import Observer import stransi from rich.segment import Segment from rich.style import Style from textual import events from textual.message imp","#!/usr/bin/env python3 import os import re import sys import psutil import argparse import asyncio from enum import Enum from random import randint  random from typing import Any  Generator  List  Optional  Callable  Iterator  Tuple from watchdog.events import PatternMatchingEventHandler  FileSystemEvent  EVENT_TYPE_CLOSED  EVENT_TYPE_OPENED from watchdog.observers import Observer import stransi from rich.segment import Segment from rich.style import Style from textual import events from textual.message imp","@@ -2853 6 +2853 12 @@ class PaintApp(App[None]):              # Done selecting text              self.selecting_text = False              return +        # TODO: FIXME: dragging from outside the canvas shouldn't make a selection +        # and for Free-Form Select it gets ValueError: min() arg is an empty sequence +        # - self.mouse_at_start is never unset so it can't be used to check if the mouse is down +        # - self.canvas.pointer_active is always False during ToolStop currently so I can't use ","remove warning about dragging text","add a known crash-causing issue remove warning abo"
"5be895732d797ad10256e0ccbc7a8c11b3842f30","Remove document argument to Action in favor of action.update()  I'm probably breaking stuff here  by disabling the region fallback  etc.","paint.py","#!/usr/bin/env python3 import os import re import sys import psutil import argparse import asyncio from enum import Enum from random import randint  random from typing import Any  Generator  List  Optional  Callable  Iterator  Tuple from watchdog.events import PatternMatchingEventHandler  FileSystemEvent  EVENT_TYPE_CLOSED  EVENT_TYPE_OPENED from watchdog.observers import Observer import stransi from rich.segment import Segment from rich.style import Style from textual import events from textual.message imp","#!/usr/bin/env python3 import os import re import sys import psutil import argparse import asyncio from enum import Enum from random import randint  random from typing import Any  Generator  List  Optional  Callable  Iterator  Tuple from watchdog.events import PatternMatchingEventHandler  FileSystemEvent  EVENT_TYPE_CLOSED  EVENT_TYPE_OPENED from watchdog.observers import Observer import stransi from rich.segment import Segment from rich.style import Style from textual import events from textual.message imp","@@ -756 22 +756 26 @@ font {  class Action:      """"""An action that can be undone efficiently using a region update.""""""   -    def __init__(self  name: str  document: AnsiArtDocument  region: Region|None = None) -> None: +    def __init__(self  name: str  region: Region|None = None) -> None:          """"""Initialize the action using the document state before modification."""""" -        if region is None: -            region = Region(0  0  document.width  document.height) +        # if region is None: +        #\","add missing docstring","remove document argument to action in favor of act"
"9c1b617440d9d3e2d99e562c5032a8305c782408","Fix error undoing ineffective flood fill","paint.py","#!/usr/bin/env python3 import os import re import sys import psutil import argparse import asyncio from enum import Enum from random import randint  random from typing import Any  Generator  List  Optional  Callable  Iterator  Tuple from watchdog.events import PatternMatchingEventHandler  FileSystemEvent  EVENT_TYPE_CLOSED  EVENT_TYPE_OPENED from watchdog.observers import Observer import stransi from rich.segment import Segment from rich.style import Style from textual import events from textual.message imp","#!/usr/bin/env python3 import os import re import sys import psutil import argparse import asyncio from enum import Enum from random import randint  random from typing import Any  Generator  List  Optional  Callable  Iterator  Tuple from watchdog.events import PatternMatchingEventHandler  FileSystemEvent  EVENT_TYPE_CLOSED  EVENT_TYPE_OPENED from watchdog.observers import Observer import stransi from rich.segment import Segment from rich.style import Style from textual import events from textual.message imp","@@ -766 8 +766 9 @@ class Action:        def update(self  document: AnsiArtDocument) -> None:          """"""Grabs the image data from the current region of the document."""""" -        if not self.region: -            raise ValueError(""Action region is None"") +        if self.region is None: +            print(""Warning: Action.update called without a defined region"") +            return          self.sub_image_before = AnsiArtDocument(self.region.width  self.region.height)          self.sub_image_before.copy_reg","add warning message for region not set","add fix error undoing ineffective flood fill warni"
"4fed90c794b83f37a8c25f07a7510c84216ff431","Clean up  btw backslash was to avoid comment detected as a #region comment which Pylance complained about not having a respective end comment","paint.py","#!/usr/bin/env python3 import os import re import sys import psutil import argparse import asyncio from enum import Enum from random import randint  random from typing import Any  Generator  List  Optional  Callable  Iterator  Tuple from watchdog.events import PatternMatchingEventHandler  FileSystemEvent  EVENT_TYPE_CLOSED  EVENT_TYPE_OPENED from watchdog.observers import Observer import stransi from rich.segment import Segment from rich.style import Style from textual import events from textual.message imp","#!/usr/bin/env python3 import os import re import sys import psutil import argparse import asyncio from enum import Enum from random import randint  random from typing import Any  Generator  List  Optional  Callable  Iterator  Tuple from watchdog.events import PatternMatchingEventHandler  FileSystemEvent  EVENT_TYPE_CLOSED  EVENT_TYPE_OPENED from watchdog.observers import Observer import stransi from rich.segment import Segment from rich.style import Style from textual import events from textual.message imp","@@ -758 8 +758 6 @@ class Action:        def __init__(self  name: str  region: Region|None = None) -> None:          """"""Initialize the action using the document state before modification."""""" -        # if region is None: -        #\     region = Region(0  0  document.width  document.height)          self.name = name          self.region = region          self.sub_image_before: AnsiArtDocument|None = None ","add missing docstring","update clean up btw backslash was to avoid comment"
"fffd287ff0c1dd812fccc7dcc41e3ec2a3ca26b4","WIP: make resizing the canvas undoable  Resize  undo  redo works  but: Resize  undo  redo  undo errors.","paint.py","#!/usr/bin/env python3 import os import re import sys import psutil import argparse import asyncio from enum import Enum from random import randint  random from typing import Any  Generator  List  Optional  Callable  Iterator  Tuple from watchdog.events import PatternMatchingEventHandler  FileSystemEvent  EVENT_TYPE_CLOSED  EVENT_TYPE_OPENED from watchdog.observers import Observer import stransi from rich.segment import Segment from rich.style import Style from textual import events from textual.message imp","#!/usr/bin/env python3 import os import re import sys import psutil import argparse import asyncio from enum import Enum from random import randint  random from typing import Any  Generator  List  Optional  Callable  Iterator  Tuple from watchdog.events import PatternMatchingEventHandler  FileSystemEvent  EVENT_TYPE_CLOSED  EVENT_TYPE_OPENED from watchdog.observers import Observer import stransi from rich.segment import Segment from rich.style import Style from textual import events from textual.message imp","@@ -526 6 +526 15 @@ class AnsiArtDocument:          self.fg = [[default_fg for _ in range(width)] for _ in range(height)]          self.selection: Optional[Selection] = None   +    def copy(self  source: 'AnsiArtDocument') -> None: +        """"""Copy the image size and data from another document. Does not copy the selection."""""" +        self.width = source.width +        self.height = source.height +        self.ch = [row[:] for row in source.ch] +        self.bg = [row[:] for row in source.bg] +        self","add copy method to ansiartdocument","add wip : make resizing the canvas undoable resize"
"9897266a148956a2caf54e34935b211bef6e99a5","Fix error during undo after redo after undo after resize  When you've finally tracked down an issue and to fix it all you have to do is point the cursor in the right spot and hit tab to accept the AI's auto completion  it really makes you wonder about proactive AI coding assistance  and a future with AGI. Or even without any AGI or proactive AI  just having a gutter view that shows how surprised a language model is at a given line of code could really work wonders on a problem like this. It might feel _judgy_  but it could solve problems.","paint.py","#!/usr/bin/env python3 import os import re import sys import psutil import argparse import asyncio from enum import Enum from random import randint  random from typing import Any  Generator  List  Optional  Callable  Iterator  Tuple from watchdog.events import PatternMatchingEventHandler  FileSystemEvent  EVENT_TYPE_CLOSED  EVENT_TYPE_OPENED from watchdog.observers import Observer import stransi from rich.segment import Segment from rich.style import Style from textual import events from textual.message imp","#!/usr/bin/env python3 import os import re import sys import psutil import argparse import asyncio from enum import Enum from random import randint  random from typing import Any  Generator  List  Optional  Callable  Iterator  Tuple from watchdog.events import PatternMatchingEventHandler  FileSystemEvent  EVENT_TYPE_CLOSED  EVENT_TYPE_OPENED from watchdog.observers import Observer import stransi from rich.segment import Segment from rich.style import Style from textual import events from textual.message imp","@@ -1667 10 +1667 11 @@ class PaintApp(App[None]):        def action_undo(self) -> None:          """"""Undoes the last action."""""" +        # print(""Before undo  undos:""  ""  "".join(map(lambda action: f""{action.name} {action.region}""  self.undos))) +        # print(""redos:""  ""  "".join(map(lambda action: f""{action.name} {action.region}""  self.redos)))          self.stop_action_in_progress()          if len(self.undos) > 0:              action = self.undos.pop() -            # FIXME: resize  undo  redo  undo erro","add a comment","fix fix error during undo after redo after undo af"
"1f5457d992f35a677a8e94df51405b26ce3de13e","Fix crash with Polygon tool(s)  dragging from outside to inside canvas  When clicking outside the canvas and dragging and releasing over it  several tools exhibited issues  which this commit fixes.  - Free-Form Select  Polygon: crash with IndexError - Select: useless selection created - Magnifier  Pick Color: returned to last tool before use","README.md"," Textual Paint =============  MS Paint in your terminal.  This is a TUI (Text User Interface) image editor  inspired by MS Paint  built with [Textual](https://textual.textualize.io/).  <!-- GitHub doesn't support line-height style in markdown  so I can't use inline HTML for the screenshot without seams between rows of text. But I can include the HTML inside <foreignObject> in an SVG file and include that as an <img> element. --> <!-- GitHub doesn't support figure/figcaption in markdown  so I have to use a t"," Textual Paint =============  MS Paint in your terminal.  This is a TUI (Text User Interface) image editor  inspired by MS Paint  built with [Textual](https://textual.textualize.io/).  <!-- GitHub doesn't support line-height style in markdown  so I can't use inline HTML for the screenshot without seams between rows of text. But I can include the HTML inside <foreignObject> in an SVG file and include that as an <img> element. --> <!-- GitHub doesn't support figure/figcaption in markdown  so I have to use a t","@@ -126 7 +126 6 @@ cat file.ans    ## Known Issues   -- Dragging from outside the canvas to inside with Free-Form Select crashes the program  and with Select makes a stupid selection (using the starting mouse position from the last time you clicked on the canvas).  - The Text tool doesn't collapse a text selection when typing. Undo/Redo doesn't work with text. Ctrl+Z will delete the textbox.  - Selection box border is inside instead of outside (and lacks dashes). For the text box  I hid the border because ","add description of issue","update fix crash with polygon tool ( s )   draggin"
"1f5457d992f35a677a8e94df51405b26ce3de13e","Fix crash with Polygon tool(s)  dragging from outside to inside canvas  When clicking outside the canvas and dragging and releasing over it  several tools exhibited issues  which this commit fixes.  - Free-Form Select  Polygon: crash with IndexError - Select: useless selection created - Magnifier  Pick Color: returned to last tool before use","paint.py","#!/usr/bin/env python3 import os import re import sys import psutil import argparse import asyncio from enum import Enum from random import randint  random from typing import Any  Generator  List  Optional  Callable  Iterator  Tuple from watchdog.events import PatternMatchingEventHandler  FileSystemEvent  EVENT_TYPE_CLOSED  EVENT_TYPE_OPENED from watchdog.observers import Observer import stransi from rich.segment import Segment from rich.style import Style from textual import events from textual.message imp","#!/usr/bin/env python3 import os import re import sys import psutil import argparse import asyncio from enum import Enum from random import randint  random from typing import Any  Generator  List  Optional  Callable  Iterator  Tuple from watchdog.events import PatternMatchingEventHandler  FileSystemEvent  EVENT_TYPE_CLOSED  EVENT_TYPE_OPENED from watchdog.observers import Observer import stransi from rich.segment import Segment from rich.style import Style from textual import events from textual.message imp","@@ -1151 10 +1151 11 @@ class Canvas(Widget):          self.fix_mouse_event(event)          event.x //= self.magnification          event.y //= self.magnification - +         +        if self.pointer_active: +            self.post_message(self.ToolStop(event))          self.pointer_active = False          self.capture_mouse(False) -        self.post_message(self.ToolStop(event))        def on_leave(self  event: events.Leave) -> None:          """"""Called when the mouse leaves the canvas. Stop preview if appli","fix mouse press on canvas","update fix crash with polygon tool ( s )   draggin"
"2cf3bc2a7db96e3b053a3d3037e09b5537f5c24a","Clarify known issues","README.md"," Textual Paint =============  MS Paint in your terminal.  This is a TUI (Text User Interface) image editor  inspired by MS Paint  built with [Textual](https://textual.textualize.io/).  <!-- GitHub doesn't support line-height style in markdown  so I can't use inline HTML for the screenshot without seams between rows of text. But I can include the HTML inside <foreignObject> in an SVG file and include that as an <img> element. --> <!-- GitHub doesn't support figure/figcaption in markdown  so I have to use a t"," Textual Paint =============  MS Paint in your terminal.  This is a TUI (Text User Interface) image editor  inspired by MS Paint  built with [Textual](https://textual.textualize.io/).  <!-- GitHub doesn't support line-height style in markdown  so I can't use inline HTML for the screenshot without seams between rows of text. But I can include the HTML inside <foreignObject> in an SVG file and include that as an <img> element. --> <!-- GitHub doesn't support figure/figcaption in markdown  so I have to use a t","@@ -126 17 +126 17 @@ cat samples/ship.ans    ## Known Issues   -- The Text tool doesn't collapse a text selection when typing. Undo/Redo doesn't work with text. Ctrl+Z will delete the textbox. -- Selection box border is inside instead of outside (and lacks dashes). For the text box  I hid the border because it was too visually confusing  but it should also have an outer border. -- Pick Color can't be cancelled  since it samples the color continuously. -- Pressing both mouse buttons to cancel tools can some","add note about text selection border","add clarify known issues note about text selection"
"ceb79bc5aa9aae13703043485225c2e3fa6ae3b3","Add to known issues list","README.md"," Textual Paint =============  MS Paint in your terminal.  This is a TUI (Text User Interface) image editor  inspired by MS Paint  built with [Textual](https://textual.textualize.io/).  <!-- GitHub doesn't support line-height style in markdown  so I can't use inline HTML for the screenshot without seams between rows of text. But I can include the HTML inside <foreignObject> in an SVG file and include that as an <img> element. --> <!-- GitHub doesn't support figure/figcaption in markdown  so I have to use a t"," Textual Paint =============  MS Paint in your terminal.  This is a TUI (Text User Interface) image editor  inspired by MS Paint  built with [Textual](https://textual.textualize.io/).  <!-- GitHub doesn't support line-height style in markdown  so I can't use inline HTML for the screenshot without seams between rows of text. But I can include the HTML inside <foreignObject> in an SVG file and include that as an <img> element. --> <!-- GitHub doesn't support figure/figcaption in markdown  so I have to use a t","@@ -140 6 +140 10 @@ cat samples/ship.ans  - Saved ANSI files are unnecessarily large  because they include escape sequences for every cell  even if the colors match the previous cell.  - Loading and saving a file without making any edits can change color values slightly  e.g. 128 → 127. The Color Eraser feature compensates for this with a slight tolerance  but the fill tool does not.  - Free-Form Select stamping/finalizing is incorrect when the selection is off-screen to the left or top. +- Moving the sele","add note about color eraser feature","add to known issues list add note about color eras"
"682564b6a8196a6b6a93f4014319e2698c648e1c","Replace outdated return & FIXME comment with an assertion","paint.py","#!/usr/bin/env python3 import os import re import sys import psutil import argparse import asyncio from enum import Enum from random import randint  random from typing import Any  Generator  List  Optional  Callable  Iterator  Tuple from watchdog.events import PatternMatchingEventHandler  FileSystemEvent  EVENT_TYPE_CLOSED  EVENT_TYPE_OPENED from watchdog.observers import Observer import stransi from rich.segment import Segment from rich.style import Style from textual import events from textual.message imp","#!/usr/bin/env python3 import os import re import sys import psutil import argparse import asyncio from enum import Enum from random import randint  random from typing import Any  Generator  List  Optional  Callable  Iterator  Tuple from watchdog.events import PatternMatchingEventHandler  FileSystemEvent  EVENT_TYPE_CLOSED  EVENT_TYPE_OPENED from watchdog.observers import Observer import stransi from rich.segment import Segment from rich.style import Style from textual import events from textual.message imp","@@ -2809 14 +2809 8 @@ class PaintApp(App[None]):                  self.make_preview(self.draw_current_polyline  show_dimensions_in_status_bar=True) # polyline until finished              return   -        if len(self.undos) == 0: -            # Code below wants to update the last action. -            # However  if you you undo while drawing  -            # there may be no last action. -            # FIXME: Ideally we'd stop getting events in this case. -            # This might be buggy if there were multi","add comment","update replace outdated return & fixme comment wit"
"0b6006325e958e063f47be2cd8ebdfdf6909fb07","Resolve all non-strict mode Pyright errors","paint.py","#!/usr/bin/env python3  import os import re import shlex import sys import psutil import argparse import asyncio from enum import Enum from random import randint  random from typing import Any  Generator  List  Optional  Callable  Iterator  Tuple  from watchdog.events import PatternMatchingEventHandler  FileSystemEvent  EVENT_TYPE_CLOSED  EVENT_TYPE_OPENED from watchdog.observers import Observer import stransi from rich.segment import Segment from rich.style import Style from textual import events from text","#!/usr/bin/env python3  import os import re import shlex import sys import psutil import argparse import asyncio from enum import Enum from random import randint  random from typing import Any  Generator  List  Optional  Callable  Iterator  Tuple  from watchdog.events import PatternMatchingEventHandler  FileSystemEvent  EVENT_TYPE_CLOSED  EVENT_TYPE_OPENED from watchdog.observers import Observer import stransi from rich.segment import Segment from rich.style import Style from textual import events from text","@@ -887 6 +887 9 @@ def is_inside_polygon(x: int  y: int  points: List[Offset]) -> bool:          if y > min(p1y  p2y):              if y <= max(p1y  p2y):                  if x <= max(p1x  p2x): +                    x_intersection = x  # Avoid ""possibly unbound"" type checker error +                    # I don't know if this is right; should it flip `inside` in this case? +                    # Is this an actual case that can occur  where p1y == p2y AND p1x != p2x?                      if p1y != p2y:       ","add missing comments","add resolve all non-strict mode pyright errors mis"
"0b6006325e958e063f47be2cd8ebdfdf6909fb07","Resolve all non-strict mode Pyright errors","wallpaper.py","import os import sys import subprocess  # There are too many desktop environment names and programs  # it would pollute the spellings list (unless I moved this file # to a folder and made a separate dictionary). # spell-checker:disable  def get_desktop_environment() -> str:     """"""     Returns the name of the current desktop environment.     """"""     # From https://stackoverflow.com/a/21213358/2624876     # which takes from:     # http://stackoverflow.com/questions/2035657/what-is-my-current-desktop-environm","import os import sys import subprocess  # There are too many desktop environment names and programs  # it would pollute the spellings list (unless I moved this file # to a folder and made a separate dictionary). # spell-checker:disable  def get_desktop_environment() -> str:     """"""     Returns the name of the current desktop environment.     """"""     # From https://stackoverflow.com/a/21213358/2624876     # which takes from:     # http://stackoverflow.com/questions/2035657/what-is-my-current-desktop-environm","@@ -47 10 +47 11 @@ def get_desktop_environment() -> str:                  return ""razor-qt""              elif desktop_session.startswith(""wmaker""): # e.g. wmaker-common                  return ""windowmaker"" +        gnome_desktop_session_id = os.environ.get(""GNOME_DESKTOP_SESSION_ID"")          if os.environ.get('KDE_FULL_SESSION') == 'true':              return ""kde"" -        elif os.environ.get('GNOME_DESKTOP_SESSION_ID'): -            if not ""deprecated"" in os.environ.get('GNOME_DESKTOP_SESSION_ID'): +  ","add kde to the list of available desktops","add resolve all non-strict mode pyright errors kde"
"facfd6cfe39708b9c66cf5089ca69ac567e42988","Fix potential error if minimize but not maximize present  or visa versa","windows.py","from typing import Any  Union  Optional  Callable from textual import events from textual.message import Message from textual.app import ComposeResult from textual.containers import Container from textual.geometry import Offset from textual.reactive import var from textual.widget import Widget from textual.widgets import Button  Static  DataTable from textual.containers import Container  Horizontal  Vertical from textual.css.query import NoMatches from localization.i18n import get as _  class WindowTitleBar","from typing import Any  Union  Optional  Callable from textual import events from textual.message import Message from textual.app import ComposeResult from textual.containers import Container from textual.geometry import Offset from textual.reactive import var from textual.widget import Widget from textual.widgets import Button  Static  DataTable from textual.containers import Container  Horizontal  Vertical from textual.css.query import NoMatches from localization.i18n import get as _  class WindowTitleBar","@@ -167 7 +167 10 @@ class Window(Container):              # Toggle the display of the content.              self.content.display = not self.content.display              # Disable the maximize button when minimized. -            self.title_bar.query_one("".window_maximize"").disabled = minimizing +            try: +                self.title_bar.query_one("".window_maximize"").disabled = minimizing +            except NoMatches: +                pass          elif event.button.has_class(""window_maximize""):     ","fix maximize example","update fix potential error if minimize but not max"
"f54de3f06593b18bd83263890d18256a06f00317","Fix help window layout when maximized  breaking minimize behavior  Maximization is more important  so this is still a win  but this does make minimization stop working and look really stupid.","paint.css","Screen {     layers: window menu-popup;     overflow: hidden; }  #paint {     layout: vertical; }  #main_horizontal_split {     layout: horizontal; }  #editing_area {     width: 1fr;     background: rgb(128  128  128); } .-dark-mode #editing_area {     background: $surface-lighten-2; }   #canvas {     width: auto;     height: auto;     margin: 1 2; }  #tools_box {     layout: grid;     grid-size: 2;     grid-gutter: 0 1;     grid-columns: 6;     grid-rows: 3;     padding: 0 1;     width: 15;     height: 100","Screen {     layers: window menu-popup;     overflow: hidden; }  #paint {     layout: vertical; }  #main_horizontal_split {     layout: horizontal; }  #editing_area {     width: 1fr;     background: rgb(128  128  128); } .-dark-mode #editing_area {     background: $surface-lighten-2; }   #canvas {     width: auto;     height: auto;     margin: 1 2; }  #tools_box {     layout: grid;     grid-size: 2;     grid-gutter: 0 1;     grid-columns: 6;     grid-rows: 3;     padding: 0 1;     width: 15;     height: 100","@@ -234 13 +234 17 @@ CharacterSelectorDialogWindow .cancel {      height: auto;  }   +#help_dialog { +    width: 80; +    height: 30; +}  #help_dialog .window_content {      padding: 2 4; +    height: 1fr;  }  #help_dialog .help_text_container { -    width: 80; -    height: auto; -    max-height: 15; +    width: 1fr; +    height: 1fr;      overflow: auto;      margin-bottom: 2;  } ","fix characterselectordialogwindow.cancel","update fix help window layout when maximized   bre"
"d8d08717296fd217b6648ac722f1453ca23fca38","Catch any errors getting the clipboard data  I haven't run into this  but since we've got a nice localized string for it...","paint.py","#!/usr/bin/env python3  import os import re import shlex import sys import psutil import argparse import asyncio from enum import Enum from random import randint  random from typing import Any  Generator  List  Optional  Callable  Iterator  Tuple  from watchdog.events import PatternMatchingEventHandler  FileSystemEvent  EVENT_TYPE_CLOSED  EVENT_TYPE_OPENED from watchdog.observers import Observer import stransi from rich.segment import Segment from rich.style import Style from textual import events from text","#!/usr/bin/env python3  import os import re import shlex import sys import psutil import argparse import asyncio from enum import Enum from random import randint  random from typing import Any  Generator  List  Optional  Callable  Iterator  Tuple  from watchdog.events import PatternMatchingEventHandler  FileSystemEvent  EVENT_TYPE_CLOSED  EVENT_TYPE_OPENED from watchdog.observers import Observer import stransi from rich.segment import Segment from rich.style import Style from textual import events from text","@@ -2131 8 +2131 12 @@ class PaintApp(App[None]):        def action_paste(self) -> None:          """"""Paste the clipboard as a selection."""""" -        import pyperclip -        text: str = pyperclip.paste() +        try: +            import pyperclip +            text: str = pyperclip.paste() +        except Exception as e: +            self.warning_message_box(_(""Paint"")  _(""Error getting the Clipboard Data!"") + ""\n\n"" + repr(e)  ""ok"") +            return          if not text:              return          if","add warning message to paint app","add catch any errors getting the clipboard data i"
"4ff90fa8eccbe2b3debcb3b15dce5e31b3681ec2","Add ignore comment for error Pylance gives even though pyright doesn't  With Pyright's strict mode disabled  I got zero issues from the CLI  but got a Problem underline in VS Code from Pylance: - ""Gio"" is unknown import symbol Pylance(reportGeneralTypeIssues)  This also silences  on the same line: - Type of ""Gio"" is unknown Pylance(reportUnknownVariableType)  gi.repository uses DynamicImporter  which I assume is all the reason the type checker ""needs"" to be confused  so I'm not worried about this.","wallpaper.py","import os import sys import subprocess  # There are too many desktop environment names and programs  # it would pollute the spellings list (unless I moved this file # to a folder and made a separate dictionary). # spell-checker:disable  def get_desktop_environment() -> str:     """"""     Returns the name of the current desktop environment.     """"""     # From https://stackoverflow.com/a/21213358/2624876     # which takes from:     # http://stackoverflow.com/questions/2035657/what-is-my-current-desktop-environm","import os import sys import subprocess  # There are too many desktop environment names and programs  # it would pollute the spellings list (unless I moved this file # to a folder and made a separate dictionary). # spell-checker:disable  def get_desktop_environment() -> str:     """"""     Returns the name of the current desktop environment.     """"""     # From https://stackoverflow.com/a/21213358/2624876     # which takes from:     # http://stackoverflow.com/questions/2035657/what-is-my-current-desktop-environm","@@ -92 7 +92 7 @@ def set_wallpaper(file_loc: str  first_run: bool = True):      if desktop_env in [""gnome""  ""unity""  ""cinnamon""]:          uri = ""'file://%s'"" % file_loc          try: -            from gi.repository import Gio +            from gi.repository import Gio  # type: ignore              SCHEMA = ""org.gnome.desktop.background""              KEY = ""picture-uri""              gsettings = Gio.Settings.new(SCHEMA) ","add a new wallpaper script","add ignore comment for error pylance gives even th"
